id,order_id,product_id,product_name,size,color,quantity,unit_price,line_total
oi0241,o0097,p004,Classic Denim Skirt,S,Navy,3,182.32,546.96
oi0242,o0098,p027,Oversized Denim Loafers,39,Brown,2,368.54,737.08
oi0243,o0098,p042,Slim Denim Serum,One Size,Beige,1,417.09,417.09
oi0244,o0099,p012,Soft Linen Tee,S,Olive,2,146.14,292.28
oi0245,o0100,p022,Modern Velvet Sunglasses,One Size,Brown,2,450.81,901.62
oi0246,o0101,p022,Modern Velvet Sunglasses,One Size,Brown,1,450.81,450.81
oi0247,o0102,p028,Classic Denim Heels,41,Navy,2,107.07,214.14
oi0248,o0102,p033,Classic Wool Tee,S,Black,1,480.17,480.17
oi0249,o0102,p021,Premium Suede Hat,One Size,Navy,2,381.53,763.06
oi0250,o0102,p006,Slim Denim Jacket,L,Cream,2,56.82,113.64
oi0251,o0103,p016,Luxe Linen Suit,L,Grey,1,236.79,236.79
oi0252,o0103,p004,Classic Denim Skirt,L,Beige,1,182.32,182.32
oi0253,o0103,p043,Classic Velvet Mascara,One Size,Brown,3,283.81,851.43
oi0254,o0104,p010,Bold Silk Trousers,XL,White,2,347.61,695.22
oi0255,o0104,p030,Soft Silk Mules,42,Navy,3,434.03,1302.09
oi0256,o0104,p039,Vintage Knit Perfume,One Size,Olive,1,491.25,491.25
oi0257,o0104,p024,Slim Wool Gloves,One Size,Cream,3,431.62,1294.86
oi0258,o0105,p037,Oversized Velvet Hoodie,S,Black,1,317.16,317.16
oi0259,o0105,p035,Luxe Knit Shorts,L,Olive,3,290.31,870.93
oi0260,o0106,p009,Classic Suede Shirt,XS,Beige,3,368.98,1106.94
oi0261,o0106,p033,Classic Wool Tee,M,Olive,2,480.17,960.34
oi0262,o0106,p027,Oversized Denim Loafers,39,Grey,1,368.54,368.54
oi0263,o0106,p030,Soft Silk Mules,41,Black,1,434.03,434.03
oi0264,o0107,p005,Slim Cashmere Trousers,XS,Brown,2,425.8,851.6
oi0265,o0108,p006,Slim Denim Jacket,M,Cream,1,56.82,56.82
oi0266,o0108,p044,Classic Suede Foundation,One Size,White,1,36.29,36.29
oi0267,o0108,p043,Classic Velvet Mascara,One Size,Black,1,283.81,283.81
oi0268,o0108,p035,Luxe Knit Shorts,M,White,1,290.31,290.31
oi0269,o0109,p023,Minimal Suede Watch,One Size,Black,3,129.46,388.38
oi0270,o0109,p010,Bold Silk Trousers,L,Grey,3,347.61,1042.83
oi0271,o0109,p018,Bold Wool Wallet,One Size,Black,1,306.49,306.49
oi0272,o0109,p013,Luxe Cashmere Hoodie,XS,Brown,1,124.27,124.27
oi0273,o0110,p004,Classic Denim Skirt,M,Navy,3,182.32,546.96
oi0274,o0110,p009,Classic Suede Shirt,XL,Navy,3,368.98,1106.94
oi0275,o0111,p018,Bold Wool Wallet,One Size,Beige,3,306.49,919.47
oi0276,o0111,p004,Classic Denim Skirt,L,Beige,3,182.32,546.96
oi0277,o0111,p036,Vintage Denim Jacket,XS,Navy,2,81.82,163.64
oi0278,o0112,p020,Bold Linen Scarf,One Size,Beige,1,80.63,80.63
oi0279,o0112,p025,Classic Knit Boots,38,Navy,1,295.58,295.58
oi0280,o0113,p017,Vintage Suede Bag,One Size,Brown,2,311.31,622.62
oi0281,o0113,p014,Classic Denim Coat,XS,Navy,2,305.28,610.56
oi0282,o0114,p038,Classic Cashmere Pants,S,Beige,3,441.81,1325.43
oi0283,o0114,p043,Classic Velvet Mascara,One Size,Grey,1,283.81,283.81
oi0284,o0115,p026,Luxe Cashmere Sneakers,38,Cream,3,222.32,666.96
oi0285,o0115,p016,Luxe Linen Suit,L,White,2,236.79,473.58
oi0286,o0116,p031,Vintage Velvet Flats,37,White,2,155.92,311.84
oi0287,o0117,p036,Vintage Denim Jacket,S,Olive,2,81.82,163.64
oi0288,o0117,p038,Classic Cashmere Pants,S,Beige,2,441.81,883.62
oi0289,o0117,p027,Oversized Denim Loafers,42,White,3,368.54,1105.62
oi0290,o0118,p023,Minimal Suede Watch,One Size,Black,1,129.46,129.46
oi0291,o0118,p011,Vintage Cotton Jacket,XS,Grey,3,120.27,360.81
oi0292,o0119,p001,Slim Wool Coat,L,White,3,374.94,1124.82
oi0293,o0119,p014,Classic Denim Coat,XL,Navy,1,305.28,305.28
oi0294,o0120,p034,Luxe Cotton Dress,M,Brown,3,470.97,1412.91
oi0295,o0121,p034,Luxe Cotton Dress,S,Navy,1,470.97,470.97
oi0296,o0122,p030,Soft Silk Mules,41,Black,2,434.03,868.06
oi0297,o0122,p037,Oversized Velvet Hoodie,XS,White,3,317.16,951.48
oi0298,o0122,p016,Luxe Linen Suit,L,Grey,2,236.79,473.58
oi0299,o0122,p015,Oversized Cotton Polo,L,Olive,3,346.22,1038.66
oi0300,o0123,p034,Luxe Cotton Dress,S,Navy,1,470.97,470.97
oi0301,o0124,p012,Soft Linen Tee,XS,Olive,2,146.14,292.28
oi0302,o0125,p044,Classic Suede Foundation,One Size,White,3,36.29,108.87
oi0303,o0125,p035,Luxe Knit Shorts,XS,Cream,3,290.31,870.93
oi0304,o0125,p022,Modern Velvet Sunglasses,One Size,White,3,450.81,1352.43
oi0305,o0125,p025,Classic Knit Boots,39,Grey,1,295.58,295.58
oi0306,o0126,p041,Minimal Silk Cream,One Size,Grey,2,363.45,726.9
oi0307,o0127,p016,Luxe Linen Suit,S,Grey,2,236.79,473.58
oi0308,o0127,p005,Slim Cashmere Trousers,S,Black,3,425.8,1277.4
oi0309,o0127,p006,Slim Denim Jacket,M,Olive,2,56.82,113.64
oi0310,o0128,p006,Slim Denim Jacket,L,White,2,56.82,113.64
oi0311,o0128,p012,Soft Linen Tee,XL,Cream,3,146.14,438.42
oi0312,o0129,p019,Premium Wool Belt,One Size,White,2,134.62,269.24
oi0313,o0130,p018,Bold Wool Wallet,One Size,Black,2,306.49,612.98
oi0314,o0130,p020,Bold Linen Scarf,One Size,Grey,1,80.63,80.63
oi0315,o0131,p039,Vintage Knit Perfume,One Size,Cream,1,491.25,491.25
oi0316,o0131,p040,Slim Linen Lipstick,One Size,Cream,1,145.94,145.94
oi0317,o0131,p013,Luxe Cashmere Hoodie,L,Black,3,124.27,372.81
oi0318,o0131,p030,Soft Silk Mules,38,White,2,434.03,868.06
oi0319,o0132,p012,Soft Linen Tee,L,Grey,2,146.14,292.28
oi0320,o0132,p026,Luxe Cashmere Sneakers,38,Cream,1,222.32,222.32
oi0321,o0132,p021,Premium Suede Hat,One Size,Cream,2,381.53,763.06
oi0322,o0133,p029,Slim Wool Sandals,36,Grey,3,332.03,996.09
oi0323,o0133,p019,Premium Wool Belt,One Size,White,3,134.62,403.86
oi0324,o0134,p029,Slim Wool Sandals,39,White,3,332.03,996.09
oi0325,o0135,p007,Premium Leather Top,M,Navy,1,491.91,491.91
oi0326,o0136,p007,Premium Leather Top,XL,Black,3,491.91,1475.73
oi0327,o0136,p001,Slim Wool Coat,XL,Navy,3,374.94,1124.82
oi0328,o0136,p017,Vintage Suede Bag,One Size,Brown,2,311.31,622.62
oi0329,o0136,p015,Oversized Cotton Polo,XL,Cream,2,346.22,692.44
oi0330,o0137,p008,Modern Linen Cardigan,S,Cream,3,196.69,590.07
oi0331,o0138,p029,Slim Wool Sandals,41,Grey,3,332.03,996.09
oi0332,o0139,p016,Luxe Linen Suit,XL,Olive,1,236.79,236.79
oi0333,o0139,p034,Luxe Cotton Dress,XL,Olive,2,470.97,941.94
oi0334,o0140,p002,Bold Cotton Dress,L,Grey,3,302.44,907.32
oi0335,o0140,p040,Slim Linen Lipstick,One Size,White,1,145.94,145.94
oi0336,o0140,p013,Luxe Cashmere Hoodie,XS,Brown,2,124.27,248.54
oi0337,o0140,p029,Slim Wool Sandals,42,White,1,332.03,332.03
oi0338,o0141,p039,Vintage Knit Perfume,One Size,Cream,2,491.25,982.5
oi0339,o0141,p025,Classic Knit Boots,42,Brown,2,295.58,591.16
oi0340,o0141,p040,Slim Linen Lipstick,One Size,Olive,3,145.94,437.82
oi0341,o0142,p012,Soft Linen Tee,S,Grey,2,146.14,292.28
oi0342,o0143,p036,Vintage Denim Jacket,M,Olive,2,81.82,163.64
oi0343,o0143,p011,Vintage Cotton Jacket,M,White,1,120.27,120.27
oi0344,o0144,p027,Oversized Denim Loafers,37,White,2,368.54,737.08
oi0345,o0144,p044,Classic Suede Foundation,One Size,Beige,3,36.29,108.87
oi0346,o0144,p032,Minimal Suede Trainers,36,Grey,2,48.26,96.52
oi0347,o0144,p029,Slim Wool Sandals,40,Grey,1,332.03,332.03
oi0348,o0145,p018,Bold Wool Wallet,One Size,Beige,3,306.49,919.47
oi0349,o0146,p003,Oversized Suede Blouse,XS,White,2,114.44,228.88
oi0350,o0146,p029,Slim Wool Sandals,42,Black,1,332.03,332.03
oi0351,o0146,p017,Vintage Suede Bag,One Size,White,1,311.31,311.31
oi0352,o0147,p037,Oversized Velvet Hoodie,XL,Black,2,317.16,634.32
oi0353,o0148,p009,Classic Suede Shirt,XS,Navy,2,368.98,737.96
oi0354,o0149,p032,Minimal Suede Trainers,41,Grey,2,48.26,96.52
oi0355,o0149,p010,Bold Silk Trousers,L,Black,2,347.61,695.22
oi0356,o0149,p037,Oversized Velvet Hoodie,XS,Black,3,317.16,951.48
oi0357,o0149,p041,Minimal Silk Cream,One Size,Navy,3,363.45,1090.35
oi0358,o0150,p041,Minimal Silk Cream,One Size,Olive,3,363.45,1090.35
oi0359,o0150,p043,Classic Velvet Mascara,One Size,Grey,2,283.81,567.62
oi0360,o0150,p023,Minimal Suede Watch,One Size,Grey,2,129.46,258.92
oi0361,o0150,p005,Slim Cashmere Trousers,XL,Black,2,425.8,851.6
oi0362,o0151,p041,Minimal Silk Cream,One Size,Olive,2,363.45,726.9
oi0363,o0152,p011,Vintage Cotton Jacket,M,White,3,120.27,360.81
oi0364,o0152,p018,Bold Wool Wallet,One Size,Beige,1,306.49,306.49
oi0365,o0152,p006,Slim Denim Jacket,S,Cream,3,56.82,170.46
oi0366,o0153,p014,Classic Denim Coat,XS,Brown,2,305.28,610.56
oi0367,o0154,p009,Classic Suede Shirt,XS,Beige,2,368.98,737.96
oi0368,o0154,p031,Vintage Velvet Flats,36,White,1,155.92,155.92
oi0369,o0154,p005,Slim Cashmere Trousers,M,Olive,2,425.8,851.6
oi0370,o0154,p015,Oversized Cotton Polo,S,Cream,2,346.22,692.44
oi0371,o0155,p014,Classic Denim Coat,XL,Navy,2,305.28,610.56
oi0372,o0155,p041,Minimal Silk Cream,One Size,Olive,2,363.45,726.9
oi0373,o0155,p010,Bold Silk Trousers,S,Black,1,347.61,347.61
oi0374,o0156,p042,Slim Denim Serum,One Size,White,3,417.09,1251.27
oi0375,o0156,p006,Slim Denim Jacket,M,Cream,1,56.82,56.82
oi0376,o0156,p016,Luxe Linen Suit,XL,White,3,236.79,710.37
oi0377,o0157,p008,Modern Linen Cardigan,XS,Brown,3,196.69,590.07
oi0378,o0157,p016,Luxe Linen Suit,M,Grey,1,236.79,236.79
oi0379,o0157,p032,Minimal Suede Trainers,39,Olive,1,48.26,48.26
oi0380,o0157,p041,Minimal Silk Cream,One Size,Navy,2,363.45,726.9
oi0381,o0158,p014,Classic Denim Coat,XL,Olive,2,305.28,610.56
oi0382,o0158,p003,Oversized Suede Blouse,XL,White,3,114.44,343.32
oi0383,o0158,p004,Classic Denim Skirt,L,Navy,2,182.32,364.64
oi0384,o0159,p033,Classic Wool Tee,S,Olive,1,480.17,480.17
oi0385,o0160,p006,Slim Denim Jacket,L,White,1,56.82,56.82
oi0386,o0160,p028,Classic Denim Heels,36,Brown,3,107.07,321.21
oi0387,o0161,p032,Minimal Suede Trainers,40,Olive,3,48.26,144.78
oi0388,o0161,p023,Minimal Suede Watch,One Size,Grey,2,129.46,258.92
oi0389,o0162,p017,Vintage Suede Bag,One Size,Brown,3,311.31,933.93
oi0390,o0163,p017,Vintage Suede Bag,One Size,Cream,3,311.31,933.93
oi0391,o0163,p007,Premium Leather Top,XL,Navy,3,491.91,1475.73
oi0392,o0164,p003,Oversized Suede Blouse,L,Brown,3,114.44,343.32
oi0393,o0164,p036,Vintage Denim Jacket,S,Navy,2,81.82,163.64
oi0394,o0165,p012,Soft Linen Tee,XL,Olive,1,146.14,146.14
oi0395,o0166,p036,Vintage Denim Jacket,XS,Navy,2,81.82,163.64
oi0396,o0167,p013,Luxe Cashmere Hoodie,L,Grey,1,124.27,124.27
oi0397,o0167,p035,Luxe Knit Shorts,XL,White,1,290.31,290.31
oi0398,o0167,p016,Luxe Linen Suit,XS,Grey,3,236.79,710.37
oi0399,o0167,p010,Bold Silk Trousers,L,Grey,1,347.61,347.61
oi0400,o0168,p010,Bold Silk Trousers,M,Black,3,347.61,1042.83
oi0401,o0169,p033,Classic Wool Tee,L,Beige,1,480.17,480.17
oi0402,o0170,p021,Premium Suede Hat,One Size,Navy,2,381.53,763.06
oi0403,o0170,p026,Luxe Cashmere Sneakers,37,Brown,1,222.32,222.32
oi0404,o0170,p029,Slim Wool Sandals,37,Black,1,332.03,332.03
oi0405,o0171,p020,Bold Linen Scarf,One Size,Olive,1,80.63,80.63
oi0406,o0171,p030,Soft Silk Mules,42,Navy,2,434.03,868.06
oi0407,o0171,p017,Vintage Suede Bag,One Size,Cream,3,311.31,933.93
oi0408,o0171,p008,Modern Linen Cardigan,S,Olive,2,196.69,393.38
oi0409,o0172,p002,Bold Cotton Dress,XL,White,2,302.44,604.88
oi0410,o0172,p026,Luxe Cashmere Sneakers,37,Black,3,222.32,666.96
oi0411,o0173,p026,Luxe Cashmere Sneakers,41,Brown,3,222.32,666.96
oi0412,o0173,p024,Slim Wool Gloves,One Size,Navy,1,431.62,431.62
oi0413,o0174,p030,Soft Silk Mules,37,Navy,1,434.03,434.03
oi0414,o0175,p014,Classic Denim Coat,L,Brown,2,305.28,610.56
oi0415,o0175,p012,Soft Linen Tee,XL,Grey,1,146.14,146.14
oi0416,o0175,p018,Bold Wool Wallet,One Size,Beige,3,306.49,919.47
oi0417,o0176,p009,Classic Suede Shirt,S,Beige,3,368.98,1106.94
oi0418,o0176,p027,Oversized Denim Loafers,42,White,3,368.54,1105.62
oi0419,o0176,p013,Luxe Cashmere Hoodie,M,Black,2,124.27,248.54
oi0420,o0176,p042,Slim Denim Serum,One Size,Beige,3,417.09,1251.27
oi0421,o0177,p039,Vintage Knit Perfume,One Size,Cream,2,491.25,982.5
oi0422,o0177,p015,Oversized Cotton Polo,M,Cream,3,346.22,1038.66
oi0423,o0177,p002,Bold Cotton Dress,S,Black,1,302.44,302.44
oi0424,o0178,p023,Minimal Suede Watch,One Size,Cream,2,129.46,258.92
oi0425,o0178,p012,Soft Linen Tee,M,Grey,1,146.14,146.14
oi0426,o0178,p016,Luxe Linen Suit,S,White,3,236.79,710.37
oi0427,o0178,p038,Classic Cashmere Pants,L,Brown,1,441.81,441.81
oi0428,o0179,p002,Bold Cotton Dress,XS,Grey,2,302.44,604.88
oi0429,o0179,p034,Luxe Cotton Dress,S,Navy,3,470.97,1412.91
oi0430,o0180,p008,Modern Linen Cardigan,XS,Cream,2,196.69,393.38
oi0431,o0180,p034,Luxe Cotton Dress,L,Brown,3,470.97,1412.91
oi0432,o0181,p012,Soft Linen Tee,S,Grey,2,146.14,292.28
oi0433,o0181,p036,Vintage Denim Jacket,S,Navy,3,81.82,245.46
oi0434,o0181,p040,Slim Linen Lipstick,One Size,White,2,145.94,291.88
oi0435,o0182,p040,Slim Linen Lipstick,One Size,Cream,3,145.94,437.82
oi0436,o0182,p015,Oversized Cotton Polo,M,Cream,1,346.22,346.22
oi0437,o0182,p041,Minimal Silk Cream,One Size,Grey,1,363.45,363.45
oi0438,o0183,p005,Slim Cashmere Trousers,XS,Black,2,425.8,851.6
oi0439,o0183,p023,Minimal Suede Watch,One Size,Grey,1,129.46,129.46
oi0440,o0184,p007,Premium Leather Top,S,Navy,3,491.91,1475.73
oi0441,o0184,p031,Vintage Velvet Flats,36,Grey,2,155.92,311.84
oi0442,o0184,p037,Oversized Velvet Hoodie,XS,Black,2,317.16,634.32
oi0443,o0184,p042,Slim Denim Serum,One Size,Black,2,417.09,834.18
oi0444,o0185,p002,Bold Cotton Dress,L,Black,3,302.44,907.32
oi0445,o0185,p028,Classic Denim Heels,36,Brown,1,107.07,107.07
oi0446,o0185,p042,Slim Denim Serum,One Size,Beige,1,417.09,417.09
oi0447,o0185,p011,Vintage Cotton Jacket,XL,Grey,3,120.27,360.81
oi0448,o0186,p004,Classic Denim Skirt,XL,Beige,2,182.32,364.64
oi0449,o0187,p043,Classic Velvet Mascara,One Size,Black,2,283.81,567.62
oi0450,o0187,p041,Minimal Silk Cream,One Size,Olive,1,363.45,363.45
oi0451,o0187,p039,Vintage Knit Perfume,One Size,Black,3,491.25,1473.75
oi0452,o0188,p012,Soft Linen Tee,M,Cream,1,146.14,146.14
oi0453,o0188,p024,Slim Wool Gloves,One Size,Navy,2,431.62,863.24
oi0454,o0188,p025,Classic Knit Boots,40,Grey,2,295.58,591.16
oi0455,o0188,p029,Slim Wool Sandals,42,White,1,332.03,332.03
oi0456,o0189,p025,Classic Knit Boots,39,Navy,3,295.58,886.74
oi0457,o0190,p033,Classic Wool Tee,XL,Olive,3,480.17,1440.51
oi0458,o0191,p009,Classic Suede Shirt,XS,Beige,2,368.98,737.96
oi0459,o0191,p003,Oversized Suede Blouse,S,Navy,2,114.44,228.88
oi0460,o0192,p036,Vintage Denim Jacket,XS,Beige,2,81.82,163.64
oi0461,o0192,p021,Premium Suede Hat,One Size,Navy,3,381.53,1144.59
oi0462,o0192,p018,Bold Wool Wallet,One Size,Black,2,306.49,612.98
oi0463,o0192,p034,Luxe Cotton Dress,XL,Brown,3,470.97,1412.91
oi0464,o0193,p025,Classic Knit Boots,40,Brown,3,295.58,886.74
oi0465,o0193,p042,Slim Denim Serum,One Size,Beige,1,417.09,417.09
oi0466,o0193,p032,Minimal Suede Trainers,37,Olive,2,48.26,96.52
oi0467,o0194,p018,Bold Wool Wallet,One Size,Grey,2,306.49,612.98
oi0468,o0194,p024,Slim Wool Gloves,One Size,Navy,2,431.62,863.24
oi0469,o0194,p002,Bold Cotton Dress,M,White,1,302.44,302.44
oi0470,o0194,p022,Modern Velvet Sunglasses,One Size,Grey,2,450.81,901.62
oi0471,o0195,p004,Classic Denim Skirt,M,Beige,1,182.32,182.32
oi0472,o0195,p033,Classic Wool Tee,L,Beige,3,480.17,1440.51
oi0473,o0195,p011,Vintage Cotton Jacket,XL,Cream,3,120.27,360.81
oi0474,o0196,p013,Luxe Cashmere Hoodie,XL,Black,2,124.27,248.54
oi0475,o0196,p018,Bold Wool Wallet,One Size,Beige,3,306.49,919.47
oi0476,o0196,p024,Slim Wool Gloves,One Size,Beige,1,431.62,431.62
oi0477,o0197,p017,Vintage Suede Bag,One Size,Brown,2,311.31,622.62
oi0478,o0197,p006,Slim Denim Jacket,S,White,1,56.82,56.82
oi0479,o0198,p044,Classic Suede Foundation,One Size,Beige,1,36.29,36.29
oi0480,o0199,p025,Classic Knit Boots,39,Brown,1,295.58,295.58
oi0481,o0199,p023,Minimal Suede Watch,One Size,Cream,3,129.46,388.38
oi0482,o0199,p030,Soft Silk Mules,36,Navy,1,434.03,434.03
oi0483,o0199,p017,Vintage Suede Bag,One Size,White,3,311.31,933.93
oi0484,o0200,p018,Bold Wool Wallet,One Size,Beige,2,306.49,612.98
oi0485,o0200,p041,Minimal Silk Cream,One Size,Olive,3,363.45,1090.35
oi0486,o0200,p021,Premium Suede Hat,One Size,Navy,1,381.53,381.53
